Tempo ( s )	Pressione ( kPa )
117.5000	2.99326
117.6000	2.99326
117.7000	2.98837
117.8000	2.98837
117.9000	2.98837
118.0000	2.98837
118.1000	2.98349
118.2000	2.98837
118.3000	2.97861
118.4000	2.97861
118.5000	2.97861
118.6000	2.97861
118.7000	2.97861
118.8000	2.97372
118.9000	2.96884
119.0000	2.97372
119.1000	2.96884
119.2000	2.96884
119.3000	2.96884
119.4000	2.96884
119.5000	2.96884
119.6000	2.96884
119.7000	2.96884
119.8000	2.96884
119.9000	2.96884
120.0000	2.95907
120.1000	2.95907
120.2000	2.95907
120.3000	2.95419
120.4000	2.95907
120.5000	2.95907
120.6000	2.95419
120.7000	2.94931
120.8000	2.95419
120.9000	2.94931
121.0000	2.94931
121.1000	2.94931
121.2000	2.94931
121.3000	2.94443
121.4000	2.94931
121.5000	2.94931
121.6000	2.94931
121.7000	2.93954
121.8000	2.94931
121.9000	2.93954
122.0000	2.94443
122.1000	2.93954
122.2000	2.94443
122.3000	2.93954
122.4000	2.94443
122.5000	2.93954
122.6000	2.93954
122.7000	2.93954
122.8000	2.93954
122.9000	2.93466
123.0000	2.93954
123.1000	2.93466
123.2000	2.93466
123.3000	2.93466
123.4000	2.93466
123.5000	2.92978
123.6000	2.93466
123.7000	2.93954
123.8000	2.93466
123.9000	2.92978
124.0000	2.92978
124.1000	2.92978
124.2000	2.92978
124.3000	2.92978
124.4000	2.92978
124.5000	2.92978
124.6000	2.92978
124.7000	2.92978
124.8000	2.92978
124.9000	2.92978
125.0000	2.92978
125.1000	2.92978
125.2000	2.92978
125.3000	2.92978
125.4000	2.92489
125.5000	2.92001
125.6000	2.92001
125.7000	2.92001
125.8000	2.92489
125.9000	2.92001
126.0000	2.92001
126.1000	2.92001
126.2000	2.92489
126.3000	2.92001
126.4000	2.92001
126.5000	2.92001
126.6000	2.92001
126.7000	2.92001
126.8000	2.92001
126.9000	2.92001
127.0000	2.92001
127.1000	2.91513
127.2000	2.91513
127.3000	2.92001
127.4000	2.91513
127.5000	2.92001
127.6000	2.91513
127.7000	2.91513
127.8000	2.91513
127.9000	2.91025
128.0000	2.91513
128.1000	2.91025
128.2000	2.91025
128.3000	2.91025
128.4000	2.91513
128.5000	2.91025
128.6000	2.91025
128.7000	2.91025
128.8000	2.91025
128.9000	2.91025
129.0000	2.91025
129.1000	2.91025
129.2000	2.91025
129.3000	2.91025
129.4000	2.91025
129.5000	2.91025
129.6000	2.91025
129.7000	2.91025
129.8000	2.91025
129.9000	2.91025
130.0000	2.91025
130.1000	2.90536
130.2000	2.91025
130.3000	2.91025
130.4000	2.91025
130.5000	2.90536
130.6000	2.91025
130.7000	2.90048
130.8000	2.91025
130.9000	2.91025
131.0000	2.91025
131.1000	2.90048
131.2000	2.90536
131.3000	2.90536
131.4000	2.90536
131.5000	2.90048
131.6000	2.90536
131.7000	2.91025
131.8000	2.90536
131.9000	2.91025
132.0000	2.91025
132.1000	2.90048
132.2000	2.90536
132.3000	2.90048
132.4000	2.90536
132.5000	2.90536
132.6000	2.90536
132.7000	2.90048
132.8000	2.90536
132.9000	2.90048
133.0000	2.90536
133.1000	2.90048
133.2000	2.90536
133.3000	2.91025
133.4000	2.90536
133.5000	2.90048
133.6000	2.90048
133.7000	2.90048
133.8000	2.90536
133.9000	2.90048
134.0000	2.90536
134.1000	2.90048
134.2000	2.90048
134.3000	2.90048
134.4000	2.90048
134.5000	2.90048
134.6000	2.90536
134.7000	2.90048
134.8000	2.90048
134.9000	2.90048
135.0000	2.90048
135.1000	2.90048
135.2000	2.90536
135.3000	2.90048
135.4000	2.90536
135.5000	2.90048
135.6000	2.89560
135.7000	2.89560
135.8000	2.90048
135.9000	2.90048
136.0000	2.90536
136.1000	2.90048
136.2000	2.90048
136.3000	2.90048
136.4000	2.90048
136.5000	2.90048
136.6000	2.90048
136.7000	2.89560
136.8000	2.89560
136.9000	2.90048
137.0000	2.90536
137.1000	2.90048
137.2000	2.90048
137.3000	2.90048
137.4000	2.89560
137.5000	2.90048
137.6000	2.89560
137.7000	2.90048
137.8000	2.89560
137.9000	2.90048
138.0000	2.90048
138.1000	2.90048
138.2000	2.89560
138.3000	2.90048
138.4000	2.89560
